orderId,symbol,strikePrice,side,investment,buy_price,qty,stoploss,target,exit_price,ltp,profit_loss,remark,unsubscribe,entry_time,exit_time,remaining_balance,kite_order
NFO:BANKNIFTY2330240100CE,BANKNIFTY,40100.0,CE,27165.0,362.2,0.0,314.2,3600.0,349.8,349.8,-990.0,due to is_short,False,12:51:01,12:53:01,0.0,False
NFO:BANKNIFTY2330240300PE,BANKNIFTY,40300.0,PE,24547.5,327.3,0.0,360.14500000000004,1806.849999999993,360.0,360.0,2392.5,Stop Loss Hit,False,13:00:01,13:16:01,0.0,False
NFO:BANKNIFTY2330240200PE,BANKNIFTY,40200.0,PE,22811.25,304.15,0.0,280.15,1800.0,280.1,280.1,-1863.75,Stop Loss Hit,False,13:16:01,13:26:09,0.0,False
NFO:BANKNIFTY2330240300PE,BANKNIFTY,40300.0,PE,26355.0,351.4,0.0,327.4,1800.0,326.25,326.25,-1946.25,Stop Loss Hit,False,13:30:01,13:32:11,0.0,False
NFO:BANKNIFTY2330240000CE,BANKNIFTY,40000.0,CE,19130.0,382.6,0.0,418.285,2401.2500000000045,417.65,417.65,1692.5,Stop Loss Hit,False,13:33:01,13:55:39,0.0,False
NFO:BANKNIFTY2330240100CE,BANKNIFTY,40100.0,CE,26658.75,355.45,0.0,384.0375,3600.05,381.9,381.9,1923.75,Stop Loss Hit,False,13:55:39,14:12:33,0.0,False
NFO:BANKNIFTY2330240100CE,BANKNIFTY,40100.0,CE,28785.0,383.8,0.0,335.8,3600.0,370.1,370.1,-1087.5,due to is_short,False,14:12:33,14:15:01,0.0,False
NFO:BANKNIFTY2330240400PE,BANKNIFTY,40400.0,PE,25038.75,333.85,0.0,309.85,1800.0,335.0,335.0,26.25,due to is_long,False,14:15:03,14:15:11,0.0,False
NFO:BANKNIFTY2330240400PE,BANKNIFTY,40400.0,PE,25338.75,337.85,0.0,313.85,1800.0,345.8,345.8,536.25,due to is_long,False,14:15:15,14:15:23,0.0,False
NFO:BANKNIFTY2330240400PE,BANKNIFTY,40400.0,PE,26175.0,349.0,0.0,325.0,1800.0,352.25,352.25,183.75,due to is_long,False,14:15:25,14:15:35,0.0,False
NFO:BANKNIFTY2330240400PE,BANKNIFTY,40400.0,PE,26355.0,351.4,0.0,327.4,1800.0,347.45,347.45,-356.25,due to is_long,False,14:15:37,14:15:39,0.0,False
NFO:BANKNIFTY2330240400PE,BANKNIFTY,40400.0,PE,25856.25,344.75,0.0,363.8025,1804.599999999996,363.15,363.15,1320.0,Stop Loss Hit,False,14:30:01,14:50:01,0.0,False
NFO:BANKNIFTY2330240300PE,BANKNIFTY,40300.0,PE,22946.25,305.95,0.0,281.95,1800.0,278.05,278.05,-2152.5,Stop Loss Hit,False,14:50:01,14:50:29,0.0,False
NFO:BANKNIFTY2330240100CE,BANKNIFTY,40100.0,CE,27018.75,360.25,0.0,312.25,3600.0,357.55,357.55,-262.5,due to is_short,False,15:00:01,15:00:03,0.0,False
NFO:BANKNIFTY2330240400PE,BANKNIFTY,40400.0,PE,24457.5,326.1,0.0,302.1,1800.0,326.15,326.15,-56.25,due to is_long,False,15:00:09,15:00:11,0.0,False
NFO:BANKNIFTY2330240200CE,BANKNIFTY,40200.0,CE,25181.25,335.75,75.0,287.75,3600.0,0.0,357.0,1533.75,,True,15:15:01,,0.0,False
