orderId,symbol,strikePrice,side,investment,buy_price,qty,stoploss,target,exit_price,ltp,profit_loss,remark,unsubscribe,entry_time,exit_time,remaining_balance,kite_order
NFO:BANKNIFTY23FEB40200PE,BANKNIFTY,40200.0,PE,18630.0,248.4,0.0,200.4,3600.0,236.65,236.65,-941.25,due to is_long,False,12:33:10,12:53:59,0.0,False
NFO:BANKNIFTY23FEB39900CE,BANKNIFTY,39900.0,CE,17570.0,351.4,0.0,367.6975,1204.7999999999956,366.7,366.7,705.0,Stop Loss Hit,False,12:54:01,13:08:21,0.0,False
NFO:BANKNIFTY23FEB40000CE,BANKNIFTY,40000.0,CE,14812.5,296.25,0.0,272.25,1200.0,255.55,255.55,-2095.0,Stop Loss Hit,False,13:08:22,13:27:57,0.0,False
NFO:BANKNIFTY23FEB40200PE,BANKNIFTY,40200.0,PE,12295.0,245.9,0.0,197.9,2400.0,251.15,251.15,202.5,due to is_long,False,13:28:06,13:28:10,0.0,False
NFO:BANKNIFTY23FEB40200PE,BANKNIFTY,40200.0,PE,12592.5,251.85,0.0,203.85,2400.0,280.0,280.0,1347.5,due to is_long,False,13:28:22,13:28:36,0.0,False
NFO:BANKNIFTY23FEB40200PE,BANKNIFTY,40200.0,PE,13962.5,279.25,0.0,231.25,2400.0,272.1,272.1,-417.5,due to is_long,False,13:28:40,13:28:44,0.0,False
NFO:BANKNIFTY23FEB40200PE,BANKNIFTY,40200.0,PE,14587.5,291.75,0.0,327.5125,2400.300000000001,327.05,327.05,1705.0,Stop Loss Hit,False,13:30:02,13:48:05,0.0,False
NFO:BANKNIFTY23FEB40100PE,BANKNIFTY,40100.0,PE,20021.25,266.95,0.0,218.95,3600.0,234.6,234.6,-2486.25,due to is_long,False,13:48:06,13:49:01,0.0,False
NFO:BANKNIFTY23FEB39900CE,BANKNIFTY,39900.0,CE,14647.5,292.95,0.0,268.95,1200.0,266.05,266.05,-1405.0,Stop Loss Hit,False,13:49:04,13:53:21,0.0,False
NFO:BANKNIFTY23FEB40100PE,BANKNIFTY,40100.0,PE,12445.0,248.9,0.0,200.9,2400.0,251.15,251.15,52.5,due to is_long,False,14:00:00,14:00:07,0.0,False
NFO:BANKNIFTY23FEB39800CE,BANKNIFTY,39800.0,CE,8726.25,349.05,0.0,325.05,600.0,325.0,325.0,-661.25,Stop Loss Hit,False,14:00:09,14:07:55,0.0,False
NFO:BANKNIFTY23FEB40100PE,BANKNIFTY,40100.0,PE,14482.499999999998,289.65,0.0,241.64999999999998,2400.0,240.2,240.2,-2532.499999999998,Stop Loss Hit,False,14:09:01,14:23:39,0.0,False
NFO:BANKNIFTY23FEB39800CE,BANKNIFTY,39800.0,CE,8109.999999999999,324.4,0.0,387.78999999999996,603.249999999997,386.1,386.1,1482.500000000001,Stop Loss Hit,False,14:23:40,14:30:53,0.0,False
NFO:BANKNIFTY23FEB39900CE,BANKNIFTY,39900.0,CE,7766.249999999999,310.65,0.0,322.9525,600.2999999999997,322.5,322.5,236.2500000000009,Stop Loss Hit,False,14:30:54,14:46:53,0.0,False
NFO:BANKNIFTY23FEB40000CE,BANKNIFTY,40000.0,CE,12682.5,253.65,0.0,229.65,1200.0,228.05,228.05,-1340.0,Stop Loss Hit,False,14:46:54,14:57:51,0.0,False
NFO:BANKNIFTY23FEB39900CE,BANKNIFTY,39900.0,CE,7708.750000000001,308.35,0.0,284.35,600.0,281.45,281.45,-732.5000000000009,Stop Loss Hit,False,15:00:02,15:02:27,0.0,False
NFO:BANKNIFTY23FEB40200PE,BANKNIFTY,40200.0,PE,11632.5,232.65,50.0,184.65,2400.0,0.0,255.7,1092.5,,True,15:03:01,,0.0,False
