orderId,symbol,strikePrice,side,investment,buy_price,qty,stoploss,target,exit_price,ltp,profit_loss,remark,unsubscribe,entry_time,exit_time,remaining_balance,kite_order
NFO:Profit,,,,,,,,,,,-14342.5,,False,23:59:59,,6958.75,False
NFO:BANKNIFTY23FEB40800PE,BANKNIFTY,40800.0,PE,25361.25,338.15,0.0,374.4425,3601.8500000000067,374.35,374.35,2655.0,Stop Loss Hit,False,09:30:01,09:41:09,0.0,False
NFO:BANKNIFTY23FEB40700PE,BANKNIFTY,40700.0,PE,23475.0,313.0,0.0,265.0,3600.0,263.7,263.7,-3757.5,Stop Loss Hit,False,09:41:09,09:43:17,0.0,False
NFO:BANKNIFTY23FEB40800PE,BANKNIFTY,40800.0,PE,24266.25,323.55,0.0,275.55,3600.0,271.0,271.0,-4001.25,Stop Loss Hit,False,09:45:01,10:03:53,0.0,False
NFO:BANKNIFTY23FEB40500CE,BANKNIFTY,40500.0,CE,18937.5,378.75,0.0,399.85499999999996,1200.1499999999999,398.75,398.75,940.0,Stop Loss Hit,False,10:03:53,10:04:01,0.0,False
NFO:BANKNIFTY23FEB40600CE,BANKNIFTY,40600.0,CE,24993.75,333.25,0.0,345.135,1800.1,342.3,342.3,618.75,Stop Loss Hit,False,10:04:01,10:04:57,0.0,False
NFO:BANKNIFTY23FEB40600CE,BANKNIFTY,40600.0,CE,25672.5,342.3,0.0,352.07000000000005,1800.1,351.8,351.8,652.5,Stop Loss Hit,False,10:04:57,10:07:07,0.0,False
NFO:BANKNIFTY23FEB40600CE,BANKNIFTY,40600.0,CE,26677.5,355.7,0.0,331.7,1800.0,331.2,331.2,-1897.5,Stop Loss Hit,False,10:07:07,10:08:21,0.0,False
NFO:BANKNIFTY23FEB40600CE,BANKNIFTY,40600.0,CE,19155.0,383.1,0.0,439.1375,2407.3000000000266,439.1,439.1,2740.0,Stop Loss Hit,False,10:15:01,10:27:35,0.0,False
NFO:BANKNIFTY23FEB40700CE,BANKNIFTY,40700.0,CE,27828.75,371.05,0.0,323.05,3600.0,322.4,322.4,-3708.75,Stop Loss Hit,False,10:27:35,11:43:31,0.0,False
NFO:BANKNIFTY23FEB41000PE,BANKNIFTY,41000.0,PE,22897.5,305.3,0.0,281.3,1800.0,280.8,280.8,-1897.5,Stop Loss Hit,False,11:43:31,11:59:35,0.0,False
NFO:BANKNIFTY23FEB40700CE,BANKNIFTY,40700.0,CE,17362.5,347.25,0.0,299.25,2400.0,292.4,292.4,-2802.500000000002,Stop Loss Hit,False,12:00:01,12:05:31,0.0,False
NFO:BANKNIFTY23FEB40900PE,BANKNIFTY,40900.0,PE,13687.5,273.75,0.0,305.045,1203.4999999999968,300.1,300.1,1257.5000000000018,Stop Loss Hit,False,12:05:31,12:14:07,0.0,False
NFO:BANKNIFTY23FEB40900PE,BANKNIFTY,40900.0,PE,15005.000000000002,300.1,0.0,335.825,1211.4999999999895,334.7,334.7,1669.9999999999982,Stop Loss Hit,False,12:14:07,12:27:19,0.0,False
NFO:BANKNIFTY23FEB40800PE,BANKNIFTY,40800.0,PE,20512.5,273.5,0.0,289.465,1805.1499999999953,288.2,288.2,1042.5,Stop Loss Hit,False,12:27:19,12:43:07,0.0,False
NFO:BANKNIFTY23FEB40800PE,BANKNIFTY,40800.0,PE,21615.0,288.2,0.0,264.2,1800.0,263.25,263.25,-1931.25,Stop Loss Hit,False,12:43:07,13:11:21,0.0,False
NFO:BANKNIFTY23FEB40500CE,BANKNIFTY,40500.0,CE,17635.0,352.7,0.0,387.6,2400.500000000002,387.55,387.55,1682.5,Stop Loss Hit,False,13:11:21,14:07:19,0.0,False
NFO:BANKNIFTY23FEB40600CE,BANKNIFTY,40600.0,CE,15937.5,318.75,0.0,270.75,2400.0,269.5,269.5,-2522.5,Stop Loss Hit,False,14:07:19,14:24:37,0.0,False
NFO:BANKNIFTY23FEB40800PE,BANKNIFTY,40800.0,PE,20475.0,273.0,0.0,309.89,1801.7499999999984,306.85,306.85,2478.75,Stop Loss Hit,False,14:24:37,14:30:49,0.0,False
NFO:BANKNIFTY23FEB40800PE,BANKNIFTY,40800.0,PE,22976.25,306.35,0.0,282.35,1800.0,280.05,280.05,-2032.5,Stop Loss Hit,False,14:30:49,14:34:31,0.0,False
NFO:BANKNIFTY23FEB40800PE,BANKNIFTY,40800.0,PE,19113.75,254.85,0.0,230.85,1800.0,230.3,230.3,-1901.25,Stop Loss Hit,False,14:45:01,14:45:23,0.0,False
NFO:BANKNIFTY23FEB40600CE,BANKNIFTY,40600.0,CE,15837.5,316.75,0.0,268.75,2400.0,265.1,265.1,-2642.499999999998,Stop Loss Hit,False,14:46:01,14:52:47,0.0,False
NFO:BANKNIFTY23FEB40800PE,BANKNIFTY,40800.0,PE,14587.5,291.75,0.0,267.75,1200.0,266.75,266.75,-1310.0,Stop Loss Hit,False,15:00:01,15:00:59,0.0,False
NFO:BANKNIFTY23FEB40500CE,BANKNIFTY,40500.0,CE,8193.75,327.75,0.0,279.75,1200.0,329.7,329.7,-11.25,due to is_short,False,15:01:03,15:01:07,0.0,False
NFO:BANKNIFTY23FEB40500CE,BANKNIFTY,40500.0,CE,8362.5,334.5,25.0,286.5,1200.0,0.0,350.35,336.25,,True,15:15:01,,0.0,False
